episode,score,avg100,epsilon
200,-100.03804705560084,-118.78494691082523,0.8012000000009047
201,-74.46308106643153,-118.22737545978299,0.8003800000009085
202,-108.69985349562131,-118.06660475091967,0.7989300000009151
203,-128.73631215728724,-117.58874441031288,0.797630000000921
204,-86.86897308429143,-117.5329754183527,0.796540000000926
205,-84.30288392915526,-118.0633542140355,0.7956200000009301
206,-219.46228285217586,-119.24798425451714,0.7946200000009347
207,-212.43473961401543,-120.30182634950472,0.7931500000009414
208,-106.32940811242192,-118.81191878814133,0.7923300000009451
209,-215.77670772950916,-120.59617031590524,0.7909700000009513
210,-148.47620313319675,-121.39240210875516,0.7900400000009555
211,-73.80535092665926,-121.29688004655432,0.7893100000009589
212,-220.66674328104966,-122.21719001762851,0.7882700000009636
213,-48.47840043383031,-122.6338600625466,0.7871300000009688
214,-143.22385800864225,-123.2873114146177,0.785980000000974
215,23.82899039691425,-122.55707233749341,0.7846400000009801
216,-64.97620368875633,-122.0458619668788,0.7838400000009837
217,-127.8078649246408,-122.4838437941054,0.7832800000009863
218,-66.6585802092916,-121.45235529960586,0.7815600000009941
219,-86.56127407164682,-121.29238204555176,0.7808500000009974
220,-7.039315118726719,-120.3125917768785,0.7795800000010031
221,-74.44410616345614,-120.49015851621459,0.7786700000010073
222,-101.24816277310518,-121.34342610196549,0.7774300000010129
223,-362.15621463464373,-123.68685361066316,0.7757500000010206
224,-7.834385663049403,-122.49880965847515,0.7749800000010241
225,-123.31587809116667,-122.406489759383,0.7737500000010297
226,-59.42246423237938,-121.81659075111982,0.7727600000010342
227,-77.94785028114221,-121.20135816199401,0.7720100000010376
228,-100.45391459345922,-120.18321213319217,0.7708000000010431
229,-91.01602545376227,-119.26706051864647,0.7699900000010468
230,-117.19616184973741,-120.72948669155011,0.7686700000010528
231,-188.8306142481612,-120.42316931959452,0.7674600000010583
232,-123.4170431833019,-119.24901436302072,0.7661800000010641
233,-140.82420942398525,-119.82736530589469,0.7650000000010695
234,-162.2190604892555,-120.34521981320711,0.7640800000010737
235,-64.33019173804277,-120.49543977531472,0.763360000001077
236,-33.81134636150422,-120.0704364264003,0.7623300000010816
237,-39.16360871146266,-119.01423667234005,0.7613400000010861
238,-1.832116272413927,-117.79747289265728,0.7604700000010901
239,-99.68176799926398,-118.15526249759525,0.759610000001094
240,-163.71100195842277,-116.44696544801144,0.7582400000011003
241,-93.44057038746429,-117.04682344305402,0.7573900000011041
242,-65.86208131790933,-116.38836410862046,0.7558300000011112
243,-257.7570725478014,-117.2893111664754,0.7548400000011157
244,-46.33611861172548,-116.99023992709812,0.7533400000011226
245,-183.06713462072588,-118.20506704399335,0.7519500000011289
246,-81.64901098096655,-116.02551123685724,0.7508800000011338
247,-112.63420807998443,-116.21411978369453,0.7501100000011373
248,-66.07784860297349,-115.74371267791648,0.7493100000011409
249,-26.231336711496212,-115.72891179508424,0.7479300000011472
250,-88.32978539585356,-115.7043523188659,0.7467000000011528
251,-77.74151197916058,-115.18342095288239,0.7456800000011574
252,-64.66224498812673,-114.19476251961855,0.7446000000011623
253,-68.65033961633436,-113.33448513367811,0.7431000000011692
254,-79.91640977848047,-113.02908641912161,0.7418900000011747
255,-61.64341241509973,-110.1869623772952,0.7408400000011794
256,-172.44599553927333,-111.29191682323336,0.7390500000011876
257,-174.21130619479254,-111.30961781128799,0.7378000000011933
258,-174.79606854901746,-111.87379918759677,0.7368200000011977
259,-193.2781925062722,-112.13889648645144,0.7358500000012022
260,-144.39808508707256,-112.66594177167707,0.7350800000012057
261,-39.80235890772212,-112.37087500222763,0.7341700000012098
262,-63.63289265646017,-112.12275515738304,0.7326500000012167
263,-226.7785731325325,-113.20090617001273,0.7310800000012239
264,-25.992215374198253,-112.29621462868391,0.7303300000012273
265,-53.444888391228616,-111.69716830536407,0.7289800000012334
266,-80.68412422133753,-111.46119299954142,0.7275500000012399
267,-61.20724576001909,-110.86303921390326,0.7266900000012438
268,-131.01441835358264,-111.4617954886306,0.7255200000012492
269,-45.02531466619184,-111.03276745963385,0.7245200000012537
270,-16.110611514231067,-110.29800186839748,0.7228300000012614
271,-82.90585019781273,-109.1094699821465,0.7218800000012657
272,-36.40063840101736,-109.1648819746012,0.7200800000012739
273,-95.09802176090032,-109.07124802306029,0.7191300000012782
274,-71.13891130397973,-109.16885866628927,0.7180400000012832
275,-15.87333540808487,-108.45481934525878,0.716990000001288
276,-223.59254638939032,-109.82768512520298,0.7155400000012946
277,-53.1174844953198,-109.21630730586945,0.7145200000012992
278,-150.67685004836312,-110.3737332565542,0.7134200000013042
279,-155.68520354980478,-110.93962269591992,0.7126900000013076
280,-84.78123802681128,-109.5120021515995,0.7110900000013148
281,-220.6910998799878,-110.66029439501534,0.7100000000013198
282,-81.83866062142096,-111.02038429865705,0.7081000000013284
283,-174.37077762375966,-111.04626052914429,0.707110000001333
284,-210.03866926680234,-112.20716300033284,0.7056600000013395
285,-80.04766762700399,-112.37776168926925,0.7048700000013431
286,-100.23926625425295,-111.91821982282441,0.7036600000013487
287,-177.48408019863422,-112.69139886261033,0.7026100000013534
288,-98.35761017916273,-110.04514194037492,0.7015300000013583
289,-77.36118763968258,-106.77132651206172,0.6997600000013664
290,-90.88030773583009,-105.8635499419412,0.6989300000013702
291,-175.15169183024912,-106.89321184070688,0.6972600000013778
292,-69.12157740385446,-106.41852656285256,0.6961000000013831
293,-70.37411883887015,-105.87695050032788,0.6952700000013868
294,-38.218167090711056,-105.07741724705542,0.6942900000013913
295,-116.05316999188737,-105.53912612638976,0.6930700000013968
296,-44.17196877216348,-105.07194435158527,0.6916200000014034
297,-70.86816252952636,-105.59304236338113,0.6906400000014079
298,-73.84532224889102,-104.02494937196674,0.6891700000014146
299,-63.05048227482835,-104.1208866109479,0.6882500000014188
300,-91.80657645268195,-104.03857190491871,0.6870700000014242
